ID	Choice	Relacao	Age	D_Senior	D_Male	Income	D_Wealth	License	QtdVeic	D_Veic	D_TripChain	Destino	D1_CT	D2_EDU	Frequence	D1_Turista	D2_Assiduo	D_Fds	D_Quinzenal	D_Mensal	Distance_1	TTime1_1	Cost_1	Distance_2	TTime1_2	Cost_2
1654	1	1	24	0	1	20000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	13.5	0.4	4.51	16.4	1.63	3.8
1657	1	2	35	0	1	10000	1	1	1	0	0	6	0	1	0	1	0	0	0	1	18.5	0.32	6.18	21.1	1.7	6.7
1658	2	1	20	0	0	5000	0	1	1	0	1	2	0	1	2	1	0	0	0	0	36.7	0.7	12.26	55.8	5	29.8
1661	2	1	28	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	5.8	0.12	1.94	7.7	0.8	3.8
1663	2	1	18	0	0	7000	0	1	2	1	0	2	0	1	4	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
1664	2	1	26	0	1	3000	0	1	1	0	1	8	1	0	4	0	1	0	0	0	23.5	0.5	7.85	36.5	1.83	10.7
1665	2	2	24	0	1	7000	0	1	4	1	1	1	0	1	5	0	1	0	0	0	15.3	0.35	5.11	17	1.58	3.8
1667	2	2	34	0	1	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1670	1	2	36	0	0	12000	1	1	1	0	1	8	1	0	2	1	0	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1673	2	2	33	0	1	12000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1675	1	2	27	0	0	16000	1	1	1	0	0	2	0	1	4	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1677	2	1	23	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
1680	1	4	55	1	1	16000	1	1	1	0	0	1	0	1	5	0	1	0	0	0	18.9	0.43	6.31	20.1	1.45	10.8
1686	1	2	29	0	1	10000	1	1	3	1	0	7	0	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
1689	1	2	36	0	0	4000	0	1	1	0	0	8	1	0	0	1	0	0	1	0	18.2	0.45	6.08	20.1	1.72	3.8
1691	1	1	22	0	0	2000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1692	1	2	41	0	0	6000	0	1	1	0	0	8	1	0	5	0	1	1	0	0	9.1	0.2	3.04	11	1.1	16.6
1693	1	1	19	0	0	8000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1700	1	2	25	0	0	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
1704	1	1	22	0	1	10000	1	1	1	0	0	2	0	1	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1709	2	2	24	0	0	7000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
1711	1	1	18	0	0	35000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
1718	1	2	34	0	1	8000	1	1	1	0	1	8	1	0	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1723	2	2	44	0	0	12000	1	1	1	0	0	8	1	0	3	0	0	0	0	0	18.2	0.45	6.08	20.1	1.72	3.8
1725	2	1	24	0	0	10000	1	1	2	1	1	6	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1730	2	1	21	0	0	3000	0	1	2	1	1	9	0	0	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
1734	1	2	29	0	1	35000	1	1	3	1	0	8	1	0	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1736	1	1	34	0	0	4000	0	1	3	1	0	6	0	1	4	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
1750	1	4	32	0	1	35000	1	1	2	1	1	9	0	0	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1751	2	2	27	0	1	7000	0	1	2	1	0	2	0	1	0	1	0	0	1	0	18.5	0.32	6.18	21.1	1.7	6.7
1752	1	1	54	1	1	4000	0	1	2	1	1	11	0	0	0	1	0	0	1	0	8.4	0.25	2.81	9.7	1.02	3.8
1756	1	2	48	1	1	10000	1	1	2	1	0	8	1	0	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1759	2	1	19	0	0	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	22.6	0.57	7.55	24.6	1.98	14.6
1760	1	2	28	0	0	14000	1	1	2	1	0	8	1	0	2	1	0	1	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1765	2	1	23	0	0	7000	0	1	4	1	0	6	0	1	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1767	1	3	30	0	1	5000	0	1	1	0	0	8	1	0	0	1	0	1	0	0	8.2	0.2	2.74	10.13	1.1	3.8
1774	1	1	23	0	0	7000	0	1	2	1	1	8	1	0	5	0	1	1	0	0	14.2	0.33	4.74	15.9	1.38	3.8
1780	1	2	29	0	0	12000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1781	2	2	33	0	0	4000	0	1	1	0	1	8	1	0	0	1	0	0	1	0	14.9	0.33	4.98	18.9	1.32	12.4
1782	2	1	31	0	0	2000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
1783	1	2	34	0	0	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
1785	2	1	21	0	1	14000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1789	1	1	19	0	1	16000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
1792	2	1	21	0	1	1000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	10.2	0.3	3.41	12.8	1.33	3.8
1794	1	1	21	0	0	12000	1	1	2	1	1	11	0	0	0	1	0	1	0	0	16.5	0.37	5.51	18.9	1.62	3.8
1804	1	2	29	0	1	35000	1	1	3	1	1	8	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1806	1	1	26	0	1	10000	1	1	1	0	0	2	0	1	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1815	1	2	48	1	1	10000	1	1	2	1	0	8	1	0	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1818	1	2	35	0	0	4000	0	1	1	0	1	11	0	0	1	1	0	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1822	2	2	26	0	0	7000	0	1	1	0	0	6	0	1	4	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1835	2	2	25	0	1	14000	1	1	1	0	1	8	1	0	2	1	0	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
1837	1	2	33	0	1	14000	1	1	1	0	0	1	0	1	1	1	0	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1840	1	1	22	0	0	20000	1	1	2	1	0	6	0	1	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
1843	1	2	24	0	1	35000	1	1	3	1	0	9	0	0	5	0	1	1	0	0	14.9	0.32	4.98	17.6	1.72	3.8
1847	2	1	21	0	0	35000	1	1	4	1	0	1	0	1	4	0	1	0	0	0	13.8	0.4	4.61	17.5	1.83	16.59
1848	2	1	23	0	0	5000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
1859	1	2	33	0	0	8000	1	1	1	0	1	9	0	0	2	1	0	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
1868	1	2	26	0	1	3000	0	1	1	0	0	8	1	0	0	1	0	0	1	0	31.7	0.57	10.59	46.2	2.23	10.7
1875	2	2	36	0	0	5000	0	1	1	0	0	8	1	0	3	0	0	0	0	0	10.2	0.3	3.41	12.8	1.33	3.8
1878	1	2	25	0	1	10000	1	1	2	1	1	8	1	0	5	0	1	0	0	0	15.3	0.35	5.11	17	1.58	3.8
1881	1	1	23	0	1	16000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1898	1	7	34	0	0	10000	1	1	1	0	0	6	0	1	0	1	0	0	0	1	17.9	0.42	5.98	22.34	1.9	3.8
1902	1	1	25	0	0	8000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1912	1	2	33	0	0	16000	1	1	1	0	0	6	0	1	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1913	1	2	24	0	1	6000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
1918	1	1	21	0	1	10000	1	1	2	1	1	1	0	1	3	0	0	0	0	0	15.3	0.35	5.11	17	1.58	3.8
1919	2	2	26	0	0	24000	1	1	1	0	0	2	0	1	1	1	0	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1920	1	7	55	1	0	12000	1	1	2	1	0	1	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1921	1	2	26	0	0	18000	1	1	2	1	1	8	1	0	0	1	0	0	1	0	22.8	0.45	7.62	22.7	2.08	10.5
1928	1	2	29	0	1	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1929	1	2	42	0	1	14000	1	1	1	0	1	8	1	0	2	1	0	0	0	0	16.1	0.37	5.38	16	1.23	7.5
1930	2	1	19	0	0	5000	0	1	2	1	0	11	0	0	5	0	1	0	0	0	10.7	0.23	3.57	12.9	1.28	16.59
1933	1	2	43	0	1	12000	1	1	1	0	0	8	1	0	0	1	0	0	1	0	27.4	0.45	9.15	27.17	2.25	12.1
1935	2	2	24	0	0	2000	0	1	1	0	0	6	0	1	2	1	0	0	0	0	11	0.27	3.67	12.9	1.33	16.59
1947	2	1	21	0	1	12000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1949	2	2	31	0	0	20000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1955	2	2	28	0	0	6000	0	1	2	1	0	6	0	1	5	0	1	0	0	0	37.8	0.63	12.63	38.3	2.13	7
1961	2	1	19	0	0	4000	0	1	2	1	1	6	0	1	2	1	0	1	0	0	45.8	0.78	15.3	48.6	2.12	7
1971	2	2	26	0	0	10000	1	1	2	1	0	2	0	1	0	1	0	0	1	0	11.8	0.33	3.94	15.7	1.57	9.3
1972	1	2	31	0	1	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	12.3	0.33	4.11	16.74	1.5	3.8
1973	1	1	24	0	1	16000	1	1	4	1	0	9	0	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1974	1	1	19	0	0	4000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1984	1	2	34	0	1	10000	1	1	1	0	0	8	1	0	1	1	0	0	0	0	12.4	0.25	4.14	21.1	1.37	10.7
1985	2	2	27	0	0	6000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
1987	1	4	35	0	0	20000	1	1	2	1	0	9	0	0	3	0	0	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
1990	1	1	62	1	0	9000	1	1	1	0	0	2	0	1	4	0	1	0	0	0	7.4	0.17	2.47	9.2	0.97	12.8
1994	2	1	20	0	1	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1996	1	1	21	0	1	20000	1	1	2	1	0	2	0	1	5	0	1	1	0	0	13.3	0.37	4.44	17	1.65	9.3
1997	1	1	23	0	1	10000	1	1	3	1	1	9	0	0	4	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2000	2	1	21	0	1	6000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
2001	2	1	20	0	0	3000	0	1	1	0	1	11	0	0	5	0	1	0	0	0	13.8	0.4	4.61	17.5	1.83	16.59
2004	2	1	22	0	0	3000	0	1	1	0	0	6	0	1	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2009	2	1	25	0	0	5000	0	1	1	0	1	8	1	0	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2011	1	2	32	0	0	5000	0	1	1	0	0	7	0	0	0	1	0	0	1	0	14.2	0.33	4.74	15.9	1.38	3.8
2014	1	2	29	0	0	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2015	1	2	29	0	1	10000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	11	0.27	3.67	12.9	1.33	16.59
2022	1	2	27	0	0	6000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	12.3	0.33	4.11	16.74	1.5	3.8
2025	2	1	54	1	0	2000	0	1	1	0	1	11	0	0	0	1	0	0	1	0	36	0.8	12.02	45.3	2.53	24.1
2026	1	1	21	0	1	4000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	12.2	0.25	4.07	11.3	1.08	3.8
2029	1	4	33	0	0	3000	0	1	3	1	0	11	0	0	0	1	0	0	0	1	27.5	0.53	9.19	37.1	1.7	10.7
2030	2	2	57	1	0	14000	1	1	1	0	0	6	0	1	1	1	0	0	0	0	14.2	0.33	4.74	16.26	1.45	3.8
2031	1	1	21	0	1	20000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2039	1	1	23	0	0	10000	1	1	4	1	1	6	0	1	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
2044	2	2	28	0	1	10000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2048	1	2	31	0	0	12000	1	1	2	1	1	9	0	0	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2050	2	1	20	0	1	2000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	22.3	0.43	7.45	23.7	1.48	7
2051	1	1	24	0	1	14000	1	1	2	1	1	8	1	0	4	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2055	1	1	25	0	0	8000	1	1	2	1	0	2	0	1	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
2058	1	2	26	0	1	14000	1	1	2	1	0	7	0	0	5	0	1	0	0	0	18.5	0.45	6.18	19.2	1.38	7
2059	1	7	56	1	0	35000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2063	1	1	22	0	1	16000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	11.8	0.25	3.94	12.1	1.12	7
2065	2	2	37	0	0	3000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
2068	1	2	26	0	0	10000	1	1	1	0	0	9	0	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2071	2	1	29	0	1	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
2077	1	1	58	1	0	6000	0	1	1	0	0	6	0	1	3	0	0	0	0	0	28.1	0.6	9.39	38.7	1.87	10.7
2079	1	2	33	0	1	14000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
2085	2	1	19	0	1	8000	1	1	2	1	0	1	0	1	4	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2092	2	2	30	0	1	4000	0	1	1	0	1	6	0	1	3	0	0	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2097	2	2	41	0	0	10000	1	1	1	0	0	6	0	1	0	1	0	0	1	0	16.1	0.37	5.38	16	1.23	7.5
2101	2	1	18	0	1	5000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2102	2	1	18	0	1	8000	1	1	1	0	0	8	1	0	0	1	0	0	1	0	14.9	0.33	4.98	18.9	1.32	12.4
2104	1	7	63	1	1	28000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	14.9	0.32	4.98	17.6	1.72	3.8
2107	1	2	28	0	0	5000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
2108	2	2	27	0	0	9000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
2109	2	1	22	0	0	10000	1	1	2	1	1	6	0	1	5	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
2112	1	4	54	1	0	35000	1	1	3	1	0	6	0	1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2116	1	7	47	1	1	20000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2127	2	2	29	0	0	2000	0	1	1	0	0	6	0	1	0	1	0	0	0	1	12.3	0.33	4.11	16.74	1.5	3.8
2128	2	1	28	0	1	10000	1	1	2	1	1	6	0	1	1	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2132	2	1	19	0	0	9000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2135	2	1	24	0	1	9000	1	1	2	1	0	1	0	1	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
2136	2	2	25	0	1	2000	0	1	1	0	0	8	1	0	1	1	0	0	0	0	62.1	0.9	20.74	99.9	5.08	14.05
2138	1	5	31	0	1	10000	1	1	1	0	0	9	0	0	5	0	1	1	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2141	1	2	57	1	0	16000	1	1	2	1	0	8	1	0	5	0	1	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
2142	1	2	29	0	0	3000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2145	1	2	43	0	0	8000	1	1	1	0	1	2	0	1	2	1	0	1	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2146	2	1	25	0	1	10000	1	1	2	1	1	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2147	2	2	29	0	1	4000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	62.1	0.9	20.74	99.9	5.08	14.05
2150	1	2	34	0	1	3000	0	1	1	0	1	8	1	0	2	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2151	2	1	24	0	0	5000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	23.2	0.5	7.75	26.9	1.82	10.8
2163	1	1	20	0	0	5000	0	1	2	1	1	8	1	0	5	0	1	0	0	0	12.3	0.25	4.11	14.88	1.4	3.8
2164	2	2	28	0	0	16000	1	1	2	1	0	6	0	1	1	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2166	2	4	30	0	0	10000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
2171	2	1	20	0	0	3000	0	1	2	1	1	6	0	1	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
2172	1	1	21	0	0	10000	1	1	4	1	0	8	1	0	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2181	1	2	31	0	0	10000	1	1	2	1	0	11	0	0	1	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2182	1	2	40	0	0	12000	1	1	1	0	1	2	0	1	2	1	0	0	0	0	14.7	0.38	4.91	14.9	1.65	11.4
2185	2	1	20	0	0	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2186	2	2	44	0	1	12000	1	1	1	0	0	1	0	1	2	1	0	0	0	0	11	0.27	3.67	12.9	1.33	16.59
2187	2	4	23	0	1	5000	0	1	1	0	0	11	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
2188	1	1	19	0	0	5000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	14.1	0.4	4.71	17.6	1.73	16.59
2198	2	2	23	0	1	5000	0	1	2	1	1	8	1	0	3	0	0	0	0	0	13	0.28	4.34	14.1	1.08	7.5
2200	2	1	24	0	1	1000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
2204	1	1	23	0	1	8000	1	1	1	0	1	8	1	0	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2207	1	6	35	0	0	16000	1	1	1	0	0	8	1	0	2	1	0	0	0	0	17.4	0.4	5.81	22.9	1.97	3.8
2209	2	2	30	0	0	2000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
2211	1	1	22	0	1	3000	0	1	1	0	0	9	0	0	5	0	1	1	0	0	13	0.35	4.34	16.5	1.63	16.59
2214	2	1	19	0	1	2000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
2218	2	1	22	0	0	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2226	2	7	27	0	1	4000	0	1	1	0	0	6	0	1	1	1	0	0	0	0	53.4	0.77	17.84	55.7	4.45	28.45
2237	2	1	25	0	0	4000	0	1	1	0	0	6	0	1	1	1	0	0	0	0	43.6	0.78	14.56	42.7	2	7
2240	2	2	26	0	0	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2242	2	1	28	0	1	1000	0	1	3	1	0	8	1	0	3	0	0	0	0	0	26.2	0.52	8.75	31.4	1.42	7
2245	2	1	27	0	0	7000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2249	1	2	25	0	1	8000	1	1	2	1	0	9	0	0	5	0	1	1	0	0	14.9	0.32	4.98	17.6	1.72	3.8
2252	2	1	30	0	1	3000	0	1	1	0	0	8	1	0	3	0	0	0	0	0	21.1	0.4	7.05	21	1.38	7.5
2256	1	2	34	0	0	5000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2259	1	7	56	1	0	9000	1	1	1	0	0	8	1	0	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2261	1	2	37	0	0	7000	0	1	2	1	0	9	0	0	2	1	0	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
2266	2	2	28	0	1	3000	0	1	1	0	0	1	0	1	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
2283	2	1	33	0	0	5000	0	1	1	0	0	6	0	1	3	0	0	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
2286	1	7	29	0	1	4000	0	1	1	0	0	8	1	0	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
2294	1	2	27	0	0	3000	0	1	1	0	0	2	0	1	0	1	0	0	0	1	8.1	0.23	2.71	9.6	0.85	3.8
2296	2	2	25	0	0	4000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	10.1	0.28	3.37	12.1	1.28	11.85
2297	2	1	21	0	1	8000	1	1	3	1	0	8	1	0	5	0	1	0	0	0	54.8	1.03	18.3	77	3.82	26.7
2304	2	1	22	0	1	5000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
2308	2	1	20	0	1	18000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2316	1	7	42	0	1	20000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
2325	2	1	21	0	0	1000	0	1	1	0	1	6	0	1	5	0	1	0	0	0	10.1	0.28	3.37	12.1	1.28	11.85
2339	1	2	27	0	0	3000	0	1	2	1	0	2	0	1	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
2343	2	1	21	0	1	30000	1	1	1	0	0	8	1	0	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
2345	1	2	41	0	1	35000	1	1	2	1	0	3	0	0	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2348	2	2	30	0	0	7000	0	1	2	1	0	8	1	0	3	0	0	0	0	0	21.6	0.42	7.21	31.8	1.55	10.7
2354	1	2	31	0	1	14000	1	1	1	0	0	4	0	0	1	1	0	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
2356	1	4	38	0	1	12000	1	1	1	0	0	2	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2361	2	1	22	0	0	4000	0	1	1	0	0	2	0	1	2	1	0	0	0	0	18	0.32	6.01	19.9	1.68	3.8
2367	1	2	31	0	0	3000	0	1	1	0	0	2	0	1	5	0	1	1	0	0	9.9	0.25	3.31	11.8	1.02	7.5
2370	2	1	48	1	0	5000	0	1	2	1	1	2	0	1	5	0	1	1	0	0	14.2	0.3	4.74	15.8	1.37	3.8
2377	2	1	25	0	1	1000	0	1	1	0	1	2	0	1	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
2388	2	1	20	0	0	2000	0	1	1	0	0	6	0	1	5	0	1	0	0	0	28.1	0.6	9.39	38.7	1.87	10.7
2395	1	2	32	0	1	2000	0	1	2	1	0	8	1	0	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2399	1	1	21	0	1	22000	1	1	2	1	0	8	1	0	4	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
2400	2	1	21	0	1	2000	0	1	1	0	1	8	1	0	4	0	1	0	0	0	28.1	0.6	9.39	38.7	1.87	10.7
2401	2	3	25	0	0	2000	0	1	1	0	0	2	0	1	0	1	0	0	1	0	9.7	0.25	3.24	11.8	1.23	3.8
2405	1	1	22	0	1	7000	0	1	2	1	0	8	1	0	4	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
2406	1	2	44	0	0	5000	0	1	1	0	0	6	0	1	4	0	1	0	0	0	23.55	0.5	7.86	33.31	1.98	10.7
2409	2	1	27	0	0	10000	1	1	2	1	0	2	0	1	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
2412	1	1	22	0	1	12000	1	1	2	1	1	8	1	0	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
2414	2	1	21	0	1	6000	0	1	1	0	1	8	1	0	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
2416	1	2	31	0	0	20000	1	1	1	0	1	8	1	0	0	1	0	0	0	1	13.1	0.38	4.38	14.7	1.33	3.8
2419	2	1	22	0	1	16000	1	1	2	1	0	9	0	0	4	0	1	0	0	0	6.1	0.17	2.04	7.6	0.77	3.8
2422	2	1	22	0	1	3000	0	1	1	0	0	8	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
2425	1	1	34	0	0	4000	0	1	1	0	1	6	0	1	5	0	1	0	0	0	11.4	0.3	3.81	13.3	1.28	3.8
2426	1	2	33	0	0	10000	1	1	2	1	0	8	1	0	2	1	0	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
2429	1	2	25	0	0	7000	0	1	1	0	0	2	0	1	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
