ID	Choice	Relacao	Age	D_Senior	D_Male	Income	D_Wealth	License	QtdVeic	D_Veic	D_TripChain	Destino	D1_CT	D2_EDU	Acess_PNT	Frequence	D1_Turista	D2_Assiduo	D_Fds	D_Quinzenal	D_Mensal	Distance_1	TTime1_1	Cost_1	Distance_2	TTime1_2	Cost_2
1024	1	1	22	0	1	2000	0	1	2	1	1	8	1	0	0.58	5	0	1	0	0	0	19.2	0.33	6.41	17.6	1.75	13.8
1032	1	1	20	0	0	5000	0	1	2	1	0	1	0	1	0.53	4	0	1	0	0	0	8.2	0.2	2.74	10.13	1.1	3.8
1038	2	1	21	0	1	14000	1	1	3	1	1	8	1	0	0	5	0	1	0	0	0	19.8	0.52	6.61	20.4	1.38	7
1041	2	1	18	0	0	10000	1	1	1	0	0	2	0	1	0	5	0	1	0	0	0	15.9	0.35	5.31	21.8	1.87	3.8
1051	1	1	25	0	1	20000	1	1	4	1	1	8	1	0	0	5	0	1	0	0	0	14.2	0.27	4.74	19	1.58	3.8
1057	1	1	26	0	1	9000	1	1	4	1	0	8	1	0	0.1	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1062	1	1	21	0	0	12000	1	1	2	1	0	8	1	0	1	5	0	1	1	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1066	2	1	26	0	1	3000	0	1	3	1	0	11	0	0	0	5	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
1078	1	1	27	0	1	14000	1	1	4	1	1	6	0	1	0	5	0	1	0	0	0	23	0.47	7.68	32	2.85	19.8
1080	1	1	21	0	0	6000	0	1	3	1	0	8	1	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1089	2	1	19	0	1	4000	0	1	1	0	0	1	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1090	1	1	22	0	0	14000	1	1	2	1	0	8	1	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1093	2	1	23	0	0	3000	0	1	1	0	1	2	0	1	0	4	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
1095	1	1	19	0	0	14000	1	1	2	1	0	8	1	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1102	2	1	20	0	1	12000	1	1	4	1	0	8	1	0	0.1	4	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1104	2	1	19	0	0	2000	0	1	1	0	1	1	0	1	0	5	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
1105	1	1	23	0	1	2000	0	1	2	1	0	8	1	0	0.25	4	0	1	0	0	0	14.8	0.3	4.94	15.4	1.22	7
1107	1	2	27	0	0	20000	1	1	2	1	1	8	1	0	0.18	4	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1128	2	1	27	0	0	12000	1	1	2	1	0	6	0	1	0.1	5	0	1	1	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1132	2	1	20	0	1	1000	0	1	2	1	0	2	0	1	0	5	0	1	0	0	0	12.1	0.25	4.04	14.4	1.02	7
1133	2	1	28	0	1	1000	0	1	1	0	0	8	1	0	0.39	5	0	1	0	0	0	31.2	0.58	10.42	41.1	1.88	10.7
1138	1	1	23	0	1	12000	1	1	3	1	0	8	1	0	0.78	5	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
1139	2	1	18	0	1	3000	0	1	2	1	1	1	0	1	0.25	3	0	0	0	0	0	14.8	0.3	4.94	15.4	1.22	7
1140	1	1	23	0	1	4000	0	1	2	1	0	8	1	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1141	1	1	22	0	1	20000	1	1	3	1	1	8	1	0	0.28	5	0	1	0	0	0	16.5	0.37	5.51	18.9	1.62	3.8
1143	1	1	22	0	0	6000	0	1	1	0	0	6	0	1	0.09	4	0	1	0	0	0	18.5	0.45	6.18	19.2	1.38	7
1159	2	1	23	0	0	12000	1	1	1	0	0	2	0	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1160	2	1	23	0	0	1000	0	1	1	0	0	6	0	1	0.18	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1173	2	1	24	0	1	4000	0	1	1	0	0	6	0	1	0	1	1	0	0	0	0	52.18	0.87	17.43	53.83	2.23	7
1175	2	1	30	0	1	22000	1	1	3	1	1	11	0	0	0.75	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1176	2	1	24	0	0	7000	0	1	1	0	0	9	0	0	0.68	1	1	0	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1178	2	1	19	0	0	3000	0	1	2	1	0	2	0	1	0	3	0	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1182	2	1	24	0	1	10000	1	1	1	0	1	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1184	2	1	25	0	1	1000	0	1	2	1	0	2	0	1	0	4	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1197	2	1	22	0	0	8000	1	1	3	1	0	6	0	1	1	0	1	0	0	0	1	5.5	0.18	1.84	6.4	0.67	3.8
1199	1	1	24	0	0	12000	1	1	1	0	0	6	0	1	0.73	4	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1200	1	1	23	0	0	6000	0	1	2	1	1	8	1	0	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1201	2	1	20	0	0	2000	0	1	2	1	0	1	0	1	1	5	0	1	0	0	0	12.3	0.25	4.11	14.88	1.4	3.8
1203	2	1	22	0	1	9000	1	1	2	1	1	6	0	1	0.99	5	0	1	0	0	0	13.8	0.4	4.61	17.5	1.83	16.59
1206	1	1	21	0	1	35000	1	1	4	1	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1213	2	1	27	0	1	5000	0	1	1	0	1	8	1	0	0.98	5	0	1	0	0	0	22.3	0.43	7.45	23.7	1.48	7
1216	1	1	19	0	0	10000	1	1	2	1	0	2	0	1	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1223	2	1	19	0	0	14000	1	1	1	0	0	6	0	1	1	5	0	1	0	0	0	11.9	0.32	3.97	14.6	1.45	16.6
1225	2	1	21	0	1	10000	1	1	1	0	1	8	1	0	0.59	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
1227	2	1	24	0	0	10000	1	1	1	0	0	8	1	0	0.75	4	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1234	1	1	25	0	0	10000	1	1	1	0	0	6	0	1	0	4	0	1	0	0	0	18.1	0.37	6.05	18.7	1.8	3.8
1236	2	1	22	0	0	2000	0	1	2	1	0	2	0	1	0.18	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1242	2	1	19	0	0	12000	1	1	2	1	0	8	1	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1248	1	1	19	0	0	10000	1	1	2	1	1	1	0	1	1	5	0	1	0	0	0	10.7	0.28	3.57	12.4	1.22	18.7
1252	1	1	23	0	1	8000	1	1	4	1	1	8	1	0	0.78	4	0	1	0	0	0	20.4	0.4	6.81	20	1.77	9.3
1253	2	1	27	0	1	8000	1	1	1	0	0	1	0	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1255	2	1	21	0	1	10000	1	1	2	1	0	8	1	0	0.1	5	0	1	0	0	0	22.8	0.45	7.62	22.7	2.08	10.5
1259	2	1	20	0	0	3000	0	1	1	0	1	2	0	1	1	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
1260	2	1	20	0	0	5000	0	1	1	0	0	6	0	1	0.96	5	0	1	0	0	0	23.5	0.5	7.85	36.5	1.83	10.7
1263	2	1	26	0	0	3000	0	1	1	0	0	1	0	1	0.18	2	1	0	1	0	0	43.6	0.78	14.56	42.7	2	7
1264	2	1	19	0	0	35000	1	1	2	1	0	8	1	0	0.28	5	0	1	0	0	0	16.5	0.37	5.51	18.9	1.62	3.8
1270	2	1	26	0	1	4000	0	1	1	0	0	1	0	1	0.99	5	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
1274	1	1	23	0	0	2000	0	1	1	0	0	8	1	0	0.14	5	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
1277	1	1	22	0	1	10000	1	1	2	1	0	8	1	0	0.16	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
1279	2	1	22	0	0	4000	0	1	3	1	0	6	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1284	1	1	25	0	1	10000	1	1	1	0	1	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1287	2	1	25	0	0	5000	0	1	1	0	1	6	0	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1295	2	1	23	0	1	5000	0	1	1	0	1	8	1	0	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1299	2	1	20	0	0	2000	0	1	1	0	0	2	0	1	0.72	5	0	1	0	0	0	12.4	0.25	4.14	21.1	1.37	10.7
1304	2	1	21	0	1	1000	0	1	1	0	1	6	0	1	0.43	2	1	0	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1305	2	1	23	0	1	7000	0	1	1	0	0	8	1	0	0.48	5	0	1	0	0	0	14.2	0.33	4.74	16.26	1.45	3.8
1307	2	1	23	0	1	10000	1	1	2	1	0	11	0	0	0.68	0	1	0	0	0	1	17.9	0.4	5.98	28.1	1.78	3.8
1312	2	1	42	0	0	2000	0	1	1	0	0	6	0	1	0.66	5	0	1	0	0	0	18	0.33	6.01	22.6	1.25	7
1313	2	1	21	0	0	12000	1	1	2	1	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1323	1	1	23	0	1	35000	1	1	3	1	1	9	0	0	0.73	5	0	1	1	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1327	2	1	25	0	1	16000	1	1	1	0	0	2	0	1	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1328	1	1	23	0	0	14000	1	1	2	1	1	6	0	1	0	5	0	1	0	0	0	41.5	0.83	13.86	51.1	4.6	29.8
1329	2	1	20	0	1	3000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1341	1	1	24	0	1	6000	0	1	1	0	0	1	0	1	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1342	1	1	34	0	1	8000	1	1	1	0	0	1	0	1	0	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1349	2	1	20	0	0	2000	0	1	1	0	0	6	0	1	0.18	5	0	1	1	0	0	43.6	0.78	14.56	42.7	2	7
1364	2	2	26	0	0	4000	0	1	1	0	0	8	1	0	0.75	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1365	2	1	22	0	1	3000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	10.2	0.3	3.41	12.8	1.33	3.8
1367	1	1	23	0	0	22000	1	1	1	0	0	9	0	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
1368	1	1	23	0	1	35000	1	1	4	1	0	9	0	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1369	1	1	22	0	0	10000	1	1	2	1	1	2	0	1	0.73	5	0	1	1	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1378	2	1	22	0	1	6000	0	1	1	0	0	8	1	0	0.77	2	1	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
1381	2	1	59	1	1	6000	0	1	1	0	0	6	0	1	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
1386	2	1	21	0	1	18000	1	1	1	0	0	6	0	1	0.37	0	1	0	1	0	0	14.2	0.33	4.74	15.9	1.38	3.8
1395	1	1	24	0	1	9000	1	1	1	0	1	2	0	1	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1398	2	1	20	0	0	3000	0	1	1	0	0	6	0	1	0.98	5	0	1	0	0	0	22.3	0.43	7.45	23.7	1.48	7
1404	2	1	22	0	0	3000	0	1	1	0	1	6	0	1	0.16	1	1	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
1414	1	1	25	0	0	12000	1	1	4	1	0	11	0	0	0	5	0	1	1	0	0	12.1	0.25	4.04	14.4	1.02	7
1420	1	1	22	0	0	35000	1	1	3	1	0	9	0	0	1	5	0	1	1	0	0	9.1	0.2	3.04	11	1.1	16.6
1425	1	1	31	0	1	14000	1	1	4	1	0	2	0	1	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
1431	2	1	19	0	0	5000	0	1	1	0	0	6	0	1	1	3	0	0	0	0	0	9.1	0.2	3.04	11	1.1	16.6
1434	2	1	21	0	0	20000	1	1	2	1	0	2	0	1	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1435	1	1	22	0	1	3000	0	1	2	1	0	8	1	0	0.99	5	0	1	0	0	0	5.8	0.12	1.94	7.7	0.8	3.8
1443	1	1	21	0	1	35000	1	1	2	1	0	8	1	0	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1451	2	1	24	0	0	18000	1	1	1	0	0	9	0	0	0.73	5	0	1	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1454	1	1	27	0	1	8000	1	1	2	1	0	2	0	1	0.16	2	1	0	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
1462	1	1	23	0	1	12000	1	1	1	0	0	8	1	0	0.73	2	1	0	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1464	1	1	27	0	1	35000	1	1	4	1	1	8	1	0	0	4	0	1	0	0	0	17.9	0.42	5.98	22.34	1.9	3.8
1467	1	1	23	0	1	20000	1	1	2	1	1	8	1	0	0	2	1	0	0	0	0	13.5	0.4	4.51	16.4	1.63	3.8
1473	1	1	22	0	1	18000	1	1	3	1	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1474	2	1	22	0	0	4000	0	1	1	0	0	9	0	0	0	5	0	1	0	0	0	52.1	0.93	17.4	46.5	2.08	7
1479	2	1	21	0	1	9000	1	1	3	1	0	1	0	1	0.84	5	0	1	0	0	0	13.3	0.4	4.44	13.6	1.2	7.5
1484	2	1	19	0	0	5000	0	1	2	1	0	11	0	0	0.14	5	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
1488	2	1	25	0	0	10000	1	1	1	0	0	6	0	1	1	5	0	1	0	0	0	9.4	0.28	3.14	10.8	1	3.8
1489	2	1	23	0	1	5000	0	1	2	1	1	8	1	0	0	5	0	1	0	0	0	26.2	0.52	8.75	31.4	1.42	7
1493	2	1	24	0	0	6000	0	1	2	1	1	6	0	1	0.16	5	0	1	0	0	0	11.8	0.33	3.94	15.7	1.57	9.3
1499	1	1	22	0	0	7000	0	1	3	1	0	7	0	0	0.53	3	0	0	0	0	0	8.2	0.2	2.74	10.13	1.1	3.8
1501	2	1	22	0	1	7000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1512	2	1	26	0	0	3000	0	1	1	0	0	2	0	1	0.43	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1516	1	1	20	0	1	5000	0	1	3	1	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1520	2	1	20	0	0	4000	0	1	1	0	1	6	0	1	1	1	1	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1533	1	1	27	0	1	7000	0	1	1	0	1	8	1	0	0.99	5	0	1	0	0	0	5.8	0.12	1.94	7.7	0.8	3.8
1534	1	1	24	0	1	7000	0	1	2	1	0	8	1	0	0.89	5	0	1	1	0	0	10.6	0.3	3.54	12.1	1.18	3.8
1536	2	1	19	0	1	20000	1	1	3	1	0	8	1	0	0.24	4	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
1538	2	1	20	0	0	35000	1	1	3	1	0	8	1	0	0	4	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
1545	2	1	23	0	1	7000	0	1	1	0	0	8	1	0	0.99	4	0	1	0	0	0	16.1	0.37	5.38	16	1.23	7.5
1547	2	1	20	0	1	18000	1	1	2	1	0	8	1	0	0.43	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1564	1	1	21	0	1	4000	0	1	2	1	0	8	1	0	0	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
1567	1	1	20	0	1	24000	1	1	3	1	0	8	1	0	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1570	2	1	23	0	1	5000	0	1	1	0	1	1	0	1	0.37	3	0	0	0	0	0	14.2	0.33	4.74	15.9	1.38	3.8
1573	1	1	52	1	1	1000	0	1	1	0	1	11	0	0	0	0	1	0	0	0	1	27	0.52	9.02	31.5	2.7	14.2
1580	2	1	45	0	0	6000	0	1	1	0	0	2	0	1	0.14	3	0	0	0	0	0	13.3	0.37	4.44	17	1.65	9.3
1581	2	1	24	0	0	5000	0	1	2	1	0	2	0	1	0.27	5	0	1	0	0	0	27.5	0.53	9.19	37.1	1.7	10.7
1584	2	1	19	0	0	2000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
1585	2	1	19	0	0	20000	1	1	2	1	0	6	0	1	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1586	2	1	18	0	1	5000	0	1	1	0	0	8	1	0	0.94	5	0	1	0	0	0	18.2	0.45	6.08	20.1	1.72	3.8
1587	2	1	19	0	0	7000	0	1	1	0	0	8	1	0	0.1	5	0	1	1	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1588	2	1	23	0	0	7000	0	1	1	0	0	2	0	1	0	5	0	1	0	0	0	19.7	0.5	6.58	21.79	2.1	17.8
1600	2	1	30	0	0	6000	0	1	1	0	0	2	0	1	0.77	3	0	0	0	0	0	14.2	0.3	4.74	15.8	1.37	3.8
1601	2	1	24	0	1	3000	0	1	1	0	1	6	0	1	0.99	1	1	0	0	0	0	16.1	0.37	5.38	16	1.23	7.5
1605	1	1	27	0	1	6000	0	1	1	0	1	8	1	0	0.59	4	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
1612	2	1	23	0	1	2000	0	1	1	0	0	1	0	1	0	5	0	1	0	0	0	50.4	0.75	16.83	65	6.32	28.45
1619	2	1	22	0	0	3000	0	1	1	0	1	6	0	1	0.68	5	0	1	1	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1623	2	1	20	0	0	3000	0	1	1	0	0	6	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1625	2	1	21	0	0	2000	0	1	1	0	1	2	0	1	0	5	0	1	0	0	0	27	0.52	9.02	31.5	2.7	14.2
1626	2	1	21	0	1	7000	0	1	1	0	1	8	1	0	0.34	4	0	1	0	0	0	12.6	0.27	4.21	12.5	1.17	3.8
1641	1	1	22	0	1	8000	1	1	2	1	1	6	0	1	1	5	0	1	0	0	0	8.4	0.25	2.81	9.7	1.02	3.8
1642	2	1	59	1	0	1000	0	1	1	0	0	6	0	1	0.99	4	0	1	0	0	0	7.1	0.17	2.37	10.9	0.93	3.8
1646	2	1	19	0	0	14000	1	1	3	1	0	1	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1647	2	1	20	0	1	6000	0	1	2	1	0	2	0	1	0	5	0	1	0	0	0	31.7	0.57	10.59	46.2	2.23	10.7
1649	2	1	21	0	1	10000	1	1	1	0	1	8	1	0	1	5	0	1	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
1653	1	1	21	0	1	14000	1	1	1	0	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1654	1	1	24	0	1	20000	1	1	3	1	0	8	1	0	0	5	0	1	0	0	0	13.5	0.4	4.51	16.4	1.63	3.8
1657	1	2	35	0	1	10000	1	1	1	0	0	6	0	1	0	0	1	0	0	0	1	18.5	0.32	6.18	21.1	1.7	6.7
1658	2	1	20	0	0	5000	0	1	1	0	1	2	0	1	0	2	1	0	0	0	0	36.7	0.7	12.26	55.8	5	29.8
1661	2	1	28	0	1	4000	0	1	1	0	0	8	1	0	0.99	5	0	1	0	0	0	5.8	0.12	1.94	7.7	0.8	3.8
1663	2	1	18	0	0	7000	0	1	2	1	0	2	0	1	0	4	0	1	0	0	0	12.3	0.33	4.11	20.7	1.38	7.5
1664	2	1	26	0	1	3000	0	1	1	0	1	8	1	0	0.96	4	0	1	0	0	0	23.5	0.5	7.85	36.5	1.83	10.7
1665	2	2	24	0	1	7000	0	1	4	1	1	1	0	1	1	5	0	1	0	0	0	15.3	0.35	5.11	17	1.58	3.8
1667	2	2	34	0	1	3000	0	1	1	0	0	8	1	0	0.43	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1670	1	2	36	0	0	12000	1	1	1	0	1	8	1	0	0.68	2	1	0	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1673	2	2	33	0	1	12000	1	1	1	0	0	8	1	0	0.18	5	0	1	0	0	0	43.6	0.78	14.56	42.7	2	7
1675	1	2	27	0	0	16000	1	1	1	0	0	2	0	1	1	4	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1677	2	1	23	0	1	4000	0	1	1	0	0	8	1	0	1	5	0	1	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
1686	1	2	29	0	1	10000	1	1	3	1	0	7	0	0	0	5	0	1	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
1689	1	2	36	0	0	4000	0	1	1	0	0	8	1	0	0.94	0	1	0	0	1	0	18.2	0.45	6.08	20.1	1.72	3.8
1691	1	1	22	0	0	2000	0	1	1	0	0	2	0	1	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1692	1	2	41	0	0	6000	0	1	1	0	0	8	1	0	1	5	0	1	1	0	0	9.1	0.2	3.04	11	1.1	16.6
1693	1	1	19	0	0	8000	1	1	2	1	0	8	1	0	0.1	5	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1700	1	2	25	0	0	2000	0	1	1	0	0	8	1	0	0.14	5	0	1	0	0	0	13.3	0.37	4.44	17	1.65	9.3
1704	1	1	22	0	1	10000	1	1	1	0	0	2	0	1	1	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1709	2	2	24	0	0	7000	0	1	1	0	0	2	0	1	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
1711	1	1	18	0	0	35000	1	1	3	1	0	8	1	0	0.24	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
1718	1	2	34	0	1	8000	1	1	1	0	1	8	1	0	1	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1723	2	2	44	0	0	12000	1	1	1	0	0	8	1	0	0.94	3	0	0	0	0	0	18.2	0.45	6.08	20.1	1.72	3.8
1725	2	1	24	0	0	10000	1	1	2	1	1	6	0	1	1	5	0	1	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1730	2	1	21	0	0	3000	0	1	2	1	1	9	0	0	0.24	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
1734	1	2	29	0	1	35000	1	1	3	1	0	8	1	0	0.1	2	1	0	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1736	1	1	34	0	0	4000	0	1	3	1	0	6	0	1	0.37	4	0	1	0	0	0	18	0.32	6.01	19.9	1.68	3.8
1751	2	2	27	0	1	7000	0	1	2	1	0	2	0	1	0	0	1	0	0	1	0	18.5	0.32	6.18	21.1	1.7	6.7
1752	1	1	54	1	1	4000	0	1	2	1	1	11	0	0	1	0	1	0	0	1	0	8.4	0.25	2.81	9.7	1.02	3.8
1756	1	2	48	1	1	10000	1	1	2	1	0	8	1	0	0	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1759	2	1	19	0	0	10000	1	1	2	1	0	8	1	0	0	5	0	1	0	0	0	22.6	0.57	7.55	24.6	1.98	14.6
1760	1	2	28	0	0	14000	1	1	2	1	0	8	1	0	0.73	2	1	0	1	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1765	2	1	23	0	0	7000	0	1	4	1	0	6	0	1	0.43	5	0	1	0	0	0	20.4	0.45	6.81	22.2	1.9	3.8
1774	1	1	23	0	0	7000	0	1	2	1	1	8	1	0	0.37	5	0	1	1	0	0	14.2	0.33	4.74	15.9	1.38	3.8
1780	1	2	29	0	0	12000	1	1	1	0	0	8	1	0	0.68	5	0	1	0	0	0	17.9	0.4	5.98	28.1	1.78	3.8
1781	2	2	33	0	0	4000	0	1	1	0	1	8	1	0	0	0	1	0	0	1	0	14.9	0.33	4.98	18.9	1.32	12.4
1782	2	1	31	0	0	2000	0	1	1	0	0	1	0	1	0.24	5	0	1	0	0	0	27	0.48	9.02	27.5	2.35	3.8
1783	1	2	34	0	0	10000	1	1	2	1	0	8	1	0	1	5	0	1	0	0	0	9.1	0.2	3.04	11	1.1	16.6
1785	2	1	21	0	1	14000	1	1	2	1	0	8	1	0	0.75	5	0	1	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1789	1	1	19	0	1	16000	1	1	3	1	0	8	1	0	0.59	5	0	1	0	0	0	14.7	0.33	4.91	12.3	1.25	3.8
1792	2	1	21	0	1	1000	0	1	1	0	0	2	0	1	1	5	0	1	0	0	0	10.2	0.3	3.41	12.8	1.33	3.8
1794	1	1	21	0	0	12000	1	1	2	1	1	11	0	0	0.28	0	1	0	1	0	0	16.5	0.37	5.51	18.9	1.62	3.8
1804	1	2	29	0	1	35000	1	1	3	1	1	8	1	0	0	5	0	1	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1806	1	1	26	0	1	10000	1	1	1	0	0	2	0	1	1	3	0	0	0	0	0	13.1	0.38	4.38	14.7	1.33	3.8
1815	1	2	48	1	1	10000	1	1	2	1	0	8	1	0	0	2	1	0	0	0	0	18.5	0.32	6.18	21.1	1.7	6.7
1818	1	2	35	0	0	4000	0	1	1	0	1	11	0	0	0.73	1	1	0	0	0	0	16.2	0.38	5.41	17.3	1.45	3.8
1822	2	2	26	0	0	7000	0	1	1	0	0	6	0	1	0.1	4	0	1	0	0	0	27.4	0.45	9.15	27.17	2.25	12.1
1835	2	2	25	0	1	14000	1	1	1	0	1	8	1	0	1	2	1	0	0	0	0	12.4	0.4	4.14	14.82	1.58	3.8
1837	1	2	33	0	1	14000	1	1	1	0	0	1	0	1	0.75	1	1	0	0	0	0	9.9	0.23	3.31	11.96	1.1	3.8
1840	1	1	22	0	0	20000	1	1	2	1	0	6	0	1	0	5	0	1	0	0	0	36	0.63	12.02	38.4	3.57	29.9
1843	1	2	24	0	1	35000	1	1	3	1	0	9	0	0	0	5	0	1	1	0	0	14.9	0.32	4.98	17.6	1.72	3.8
1847	2	1	21	0	0	35000	1	1	4	1	0	1	0	1	0.99	4	0	1	0	0	0	13.8	0.4	4.61	17.5	1.83	16.59
1848	2	1	23	0	0	5000	0	1	1	0	0	6	0	1	0	5	0	1	0	0	0	14.9	0.33	4.98	18.9	1.32	12.4
1859	1	2	33	0	0	8000	1	1	1	0	1	9	0	0	0	2	1	0	0	0	0	17.6	0.4	5.88	23.71	2.02	3.8
