ID	Choice	Relacao	Age	Male	Income	License	QtdVeic	TripChain	Destino	Frequence	Fds	Quinzenal	Mensal	TTime1_1	Cost_1	WalkTime_1	TTime1_2	Transbordo_2	Cost_2	WalkTime_2
1378	2	1	22	1	6000	1	1	0	8	2	0	0	0	0.5	10	2.5	1	0	8	20
1381	2	1	59	1	6000	1	1	0	6	5	0	0	0	1	30	2.5	1.5	1	2	25
1386	2	1	21	1	18000	1	1	0	6	0	1	0	0	0.5	10	5	0.5	0	8	15
1395	1	1	24	1	9000	1	1	1	2	5	0	0	0	0.67	30	10	0.67	0	8	15
1404	2	1	22	0	3000	1	1	1	6	1	0	0	0	0.5	10	3.75	1.5	1	8	25
1414	1	1	25	0	12000	1	4	0	11	5	1	0	0	0.67	14	2.5	1.17	1	8	5
1420	1	1	22	0	35000	1	3	0	9	5	1	0	0	0.33	4	5	0.67	1	8	10
1425	1	1	31	1	14000	1	4	0	2	5	0	0	0	1	30	2.5	2	1	10	15
1431	2	1	19	0	5000	1	1	0	6	3	0	0	0	0.33	10	5	0.67	1	8	20
1434	2	1	21	0	20000	1	2	0	2	5	0	0	0	0.83	20	5	1	1	8	5
1435	1	1	22	1	3000	1	2	0	8	5	0	0	0	0.33	6	10	1.335	1	8	35
1443	1	1	21	1	35000	1	2	0	8	5	0	0	0	0.33	14	15	0.67	0	8	15
1451	2	1	24	0	18000	1	1	0	9	5	0	0	0	0.5	12	5	1	1	8	20
1454	1	1	27	1	8000	1	2	0	2	2	0	0	0	0.83	8	5	1.085	1	8	15
1462	1	1	23	1	12000	1	1	0	8	2	0	0	0	0.5	12	10	0.67	0	8	15
1464	1	1	27	1	35000	1	4	1	8	4	0	0	0	0.83	10	15	1.33	1	8	20
1467	1	1	23	1	20000	1	2	1	8	2	0	0	0	0.5	8	2.5	1	1	8	10
1473	1	1	22	1	18000	1	3	0	8	5	0	0	0	0.33	4	10	1	1	8	10
1484	2	1	19	0	5000	1	2	0	11	5	0	0	0	0.5	12	10	0.83	1	6	30
1488	2	1	25	0	10000	1	1	0	6	5	0	0	0	0.33	12	5	0.33	0	8	5
1489	2	1	23	1	5000	1	2	1	8	5	0	0	0	1	20	2.5	1	1	16	30
1493	2	1	24	0	6000	1	2	1	6	5	0	0	0	0.5	10	3.75	1.5	1	14	30
1497	1	7	50	1	10000	1	1	0	8	5	0	0	0	0.33	12	2.5	1.17	1	8	10
1499	1	1	22	0	7000	1	3	0	7	3	0	0	0	0.33	4	15	0.83	1	8	2.5
1501	2	1	22	1	7000	1	1	0	8	5	0	0	0	0.5	10	5	1	1	8	5
1506	1	4	24	1	5000	1	1	0	8	5	1	0	0	1	14	2.5	1.33	1	12	20
1512	2	1	26	0	3000	1	1	0	2	5	0	0	0	0.83	30	3.75	1.5	1	14	10
1516	1	1	20	1	5000	1	3	0	8	5	0	0	0	0.67	14	15	1	1	8	10
1520	2	1	20	0	4000	1	1	1	6	1	0	0	0	0.5	10	5	1.5	0	12	20
1525	1	7	50	0	12000	1	1	0	6	5	0	0	0	0.33	20	5	0.67	0	8	15
1533	1	1	27	1	7000	1	1	1	8	5	0	0	0	0.17	6	5	1.335	1	8	35
1536	2	1	19	1	20000	1	3	0	8	4	0	0	0	0.75	30	6.25	1	1	8	2.5
1538	2	1	20	0	35000	1	3	0	8	4	0	0	0	0.67	16	2.5	1.17	1	10	5
1545	2	1	23	1	7000	1	1	0	8	4	0	0	0	0.33	12	2.5	1	1	6	15
1547	2	1	20	1	18000	1	2	0	8	5	0	0	0	0.83	30	3.75	1.5	1	6	5
1564	1	1	21	1	4000	1	2	0	8	5	0	0	0	1	16	5	1.33	1	12	20
1567	1	1	20	1	24000	1	3	0	8	5	0	0	0	0.67	10	15	1	1	8	10
1570	2	1	23	1	5000	1	1	1	1	3	0	0	0	0.5	10	5	0.67	0	8	30
1580	2	1	45	0	6000	1	1	0	2	3	0	0	0	0.5	12	10	1.33	1	8	15
1584	2	1	19	0	2000	1	1	0	2	5	0	0	0	0.67	15	7.5	1.5	1	16	20
1585	2	1	19	0	20000	1	2	0	6	5	0	0	0	0.83	20	5	2	1	8	20
1586	2	1	18	1	5000	1	1	0	8	5	0	0	0	0.5	12	2.5	0.83	0	8	10
1587	2	1	19	0	7000	1	1	0	8	5	1	0	0	0.83	20	5	1	1	10	15
1588	2	1	23	0	7000	1	1	0	2	5	0	0	0	0.67	19	6.25	1.17	1	6	10
1600	2	1	30	0	6000	1	1	0	2	3	0	0	0	0.5	10	2.5	0.5	1	8	2.5
1601	2	1	24	1	3000	1	1	1	6	1	0	0	0	0.33	12	2.5	2	1	10	30
1605	1	1	27	1	6000	1	1	1	8	4	0	0	0	0.5	12	10	1.17	1	8	10
1618	1	7	69	1	14000	1	2	0	1	5	0	0	0	0.5	20	5	0.83	1	8	15
1619	2	1	22	0	3000	1	1	1	6	5	1	0	0	0.67	12	2.5	1	1	8	15
1623	2	1	20	0	3000	1	1	0	6	5	0	0	0	0.5	10	5	1.67	1	14	15
1625	2	1	21	0	2000	1	1	1	2	5	0	0	0	1	20	2.5	2.17	1	12	20
1626	2	1	21	1	7000	1	1	1	8	4	0	0	0	0.33	10	5	1.5	1	14	2.5
1632	1	7	54	1	10000	1	2	0	8	5	0	0	0	1.17	20	2.5	1.17	1	10	15
1641	1	1	22	1	8000	1	2	1	6	5	0	0	0	0.67	20	2.5	0.83	1	10	10
1642	2	1	59	0	1000	1	1	0	6	4	0	0	0	0.33	6	2.5	0.5	1	14	30
1646	2	1	19	0	14000	1	3	0	1	5	0	0	0	0.5	10	5	1.17	1	8	20
1649	2	1	21	1	10000	1	1	1	8	5	0	0	0	0.67	17	6.25	0.5	1	8	30
1653	1	1	21	1	14000	1	1	0	8	5	0	0	0	0.67	12	15	1	1	8	15
1654	1	1	24	1	20000	1	3	0	8	5	0	0	0	0.67	16	2.5	1	1	8	10
1657	1	2	35	1	10000	1	1	0	6	0	0	0	1	0.5	16	2.5	1.67	1	12	10
1661	2	1	28	1	4000	1	1	0	8	5	0	0	0	0.33	8	5	1.5	1	8	50
1663	2	1	18	0	7000	1	2	0	2	4	0	0	0	0.835	14	20	1	0	14	5
1665	2	2	24	1	7000	1	4	1	1	5	0	0	0	0.33	20	2.5	1	0	8	10
1667	2	2	34	1	3000	1	1	0	8	5	0	0	0	0.83	30	3.75	1.17	1	12	20
1670	1	2	36	0	12000	1	1	1	8	2	0	0	0	0.33	8	2.5	1	1	8	15
1673	2	2	33	1	12000	1	1	0	8	5	0	0	0	0.75	20	5	1.17	0	4	5
1675	1	2	27	0	16000	1	1	0	2	4	0	0	0	0.33	20	2.5	1	1	8	10
1677	2	1	23	1	4000	1	1	0	8	5	0	0	0	0.67	17	6.25	1.17	1	8	15
1680	1	4	55	1	16000	1	1	0	1	5	0	0	0	0.5	18	15	1.25	1	8	17.5
1686	1	2	29	1	10000	1	3	0	7	5	0	0	0	0.5	12	2.5	1.5	1	10	10
1689	1	2	36	0	4000	1	1	0	8	0	0	1	0	0.5	16	2.5	0.83	0	8	20
1692	1	2	41	0	6000	1	1	0	8	5	1	0	0	0.33	14	5	0.67	1	8	10
1693	1	1	19	0	8000	1	2	0	8	5	0	0	0	0.5	12	20	1.17	1	10	15
1700	1	2	25	0	2000	1	1	0	8	5	0	0	0	0.5	8	2.5	1.17	1	12	15
1704	1	1	22	1	10000	1	1	0	2	3	0	0	0	0.5	10	2.5	1	1	8	10
1709	2	2	24	0	7000	1	1	0	2	5	0	0	0	0.33	10	5	0.5	1	8	15
1711	1	1	18	0	35000	1	3	0	8	5	0	0	0	0.5	30	2.5	1.25	1	8	15
1718	1	2	34	1	8000	1	1	1	8	3	0	0	0	0.5	14	10	1	1	8	10
1723	2	2	44	0	12000	1	1	0	8	3	0	0	0	0.5	12	2.5	0.67	0	8	30
1725	2	1	24	0	10000	1	2	1	6	5	0	0	0	0.5	10	5	0.67	1	16	20
1730	2	1	21	0	3000	1	2	1	9	5	0	0	0	0.75	30	6.25	1	1	12	30
1734	1	2	29	1	35000	1	3	0	8	2	0	0	0	0.67	14	2.5	1.17	1	10	15
1736	1	1	34	0	4000	1	3	0	6	4	0	0	0	1	20	2.5	1.17	1	8	15
1750	1	4	32	1	35000	1	2	1	9	2	0	0	0	0.5	30	10	1.17	1	10	15
1751	2	2	27	1	7000	1	2	0	2	0	0	1	0	0.915	20	5	1.67	0	14	40
1752	1	1	54	1	4000	1	2	1	11	0	0	1	0	0.33	10	15	0.83	1	10	10
1760	1	2	28	0	14000	1	2	0	8	2	1	0	0	0.33	6	5	0.67	0	8	15
1767	1	3	30	1	5000	1	1	0	8	0	1	0	0	0.33	8	5	0.83	1	8	2.5
1774	1	1	23	0	7000	1	2	1	8	5	1	0	0	0.33	10	20	0.83	0	8	15
1780	1	2	29	0	12000	1	1	0	8	5	0	0	0	0.67	8	2.5	1	1	8	15
1782	2	1	31	0	2000	1	1	0	1	5	0	0	0	0.75	30	6.25	1.33	0	6	35
1783	1	2	34	0	10000	1	2	0	8	5	0	0	0	0.33	8	5	0.67	1	8	10
1785	2	1	21	1	14000	1	2	0	8	5	0	0	0	0.415	9	2.5	0.67	1	6	10
1789	1	1	19	1	16000	1	3	0	8	5	0	0	0	0.33	8	20	1.17	1	8	10
1794	1	1	21	0	12000	1	2	1	11	0	1	0	0	0.67	30	5	0.83	1	8	15
1804	1	2	29	1	35000	1	3	1	8	5	0	0	0	0.67	20	2.5	1.67	1	12	10
1806	1	1	26	1	10000	1	1	0	2	3	0	0	0	0.5	12	2.5	1	1	8	10
1815	1	2	48	1	10000	1	2	0	8	2	0	0	0	1.17	20	5	1.67	1	12	10
1818	1	2	35	0	4000	1	1	1	11	1	0	0	0	0.5	20	2.5	0.67	0	8	15
1822	2	2	26	0	7000	1	1	0	6	4	0	0	0	0.83	20	5	1.17	0	12	10
1835	2	2	25	1	14000	1	1	1	8	2	0	0	0	0.67	17	6.25	0.67	0	10	35
1837	1	2	33	1	14000	1	1	0	1	1	0	0	0	0.33	8	2.5	0.75	1	8	10
1840	1	1	22	0	20000	1	2	0	6	5	0	0	0	1	30	2.5	2	1	10	15
1843	1	2	24	1	35000	1	3	0	9	5	1	0	0	0.33	20	25	0.585	0	6	15
1847	2	1	21	0	35000	1	4	0	1	4	0	0	0	0.5	15	6.25	1	1	10	25
1848	2	1	23	0	5000	1	1	0	6	5	0	0	0	0.67	15	7.5	1	1	12	25
1859	1	2	33	0	8000	1	1	1	9	2	0	0	0	0.83	20	2.5	1.5	1	10	10
1868	1	2	26	1	3000	1	1	0	8	0	0	1	0	1	16	2.5	1.415	1	12	15
1878	1	2	25	1	10000	1	2	1	8	5	0	0	0	0.33	30	2.5	1.165	1	8	15
1881	1	1	23	1	16000	1	3	0	8	5	0	0	0	1	20	2.5	2	1	12	10
1898	1	7	34	0	10000	1	1	0	6	0	0	0	1	0.67	20	2.5	1.33	1	8	20
1902	1	1	25	0	8000	1	1	0	8	5	0	0	0	0.5	30	2.5	1	1	8	10
1912	1	2	33	0	16000	1	1	0	6	3	0	0	0	1	20	5	1.67	1	12	10
1913	1	2	24	1	6000	1	1	1	8	5	0	0	0	0.33	10	2.5	1.33	1	8	20
1918	1	1	21	1	10000	1	2	1	1	3	0	0	0	0.5	10	10	1.165	1	8	15
1919	2	2	26	0	24000	1	1	0	2	1	0	0	0	0.5	12	5	1	0	6	30
1920	1	7	55	0	12000	1	2	0	1	5	0	0	0	1	30	2.5	1.17	1	10	15
1921	1	2	26	0	18000	1	2	1	8	0	0	1	0	0.67	20	2.5	0.915	1	10	7.5
1928	1	2	29	1	10000	1	2	0	8	5	0	0	0	1	20	2.5	1.67	1	12	10
1929	1	2	42	1	14000	1	1	1	8	2	0	0	0	0.33	12	2.5	1.165	1	10	17.5
1930	2	1	19	0	5000	1	2	0	11	5	0	0	0	0.33	10	5	0.67	0	10	10
1933	1	2	43	1	12000	1	1	0	8	0	0	1	0	0.5	20	2.5	1.17	1	10	15
1935	2	2	24	0	2000	1	1	0	6	2	0	0	0	0.5	10	10	1	1	10	15
1947	2	1	21	1	12000	1	1	0	8	5	0	0	0	0.67	12	2.5	1	0	8	15
1971	2	2	26	0	10000	1	2	0	2	0	0	1	0	0.5	10	3.75	1.33	1	8	10
1973	1	1	24	1	16000	1	4	0	9	5	0	0	0	1	30	10	1.17	1	10	15
1974	1	1	19	0	4000	1	2	0	2	5	0	0	0	0.67	10	15	0.67	0	8	15
1984	1	2	34	1	10000	1	1	0	8	1	0	0	0	0.33	10	5	0.915	1	11	12.5
1985	2	2	27	0	6000	1	1	0	8	5	0	0	0	0.33	10	2.5	0.33	0	8	5
1987	1	4	35	0	20000	1	2	0	9	3	0	0	0	0.33	12	40	1.67	1	8	20
1990	1	1	62	0	9000	1	1	0	2	4	0	0	0	0.33	10	2.5	0.75	1	8	25
1994	2	1	20	1	4000	1	1	0	8	5	0	0	0	0.75	20	5	2.5	0	8	20
1996	1	1	21	1	20000	1	2	0	2	5	1	0	0	0.67	12	10	1.17	1	12	15
1997	1	1	23	1	10000	1	3	1	9	4	0	0	0	0.67	14	2.5	0.83	0	8	15
2000	2	1	21	1	6000	1	1	0	6	5	0	0	0	0.67	8	5	1.5	1	8	20
2001	2	1	20	0	3000	1	1	1	11	5	0	0	0	0.5	15	6.25	0.67	0	8	5
2009	2	1	25	0	5000	1	1	1	8	2	0	0	0	0.83	20	5	1.17	1	12	35
2011	1	2	32	0	5000	1	1	0	7	0	0	1	0	0.5	4	2.5	0.83	0	8	15
2014	1	2	29	0	4000	1	1	0	8	5	0	0	0	0.67	6	2.5	1	1	8	10
2015	1	2	29	1	10000	1	1	0	8	5	0	0	0	0.5	10	2.5	1	0	8	20
2022	1	2	27	0	6000	1	1	0	2	5	0	0	0	0.5	14	5	1.17	1	8	35
2026	1	1	21	1	4000	1	2	0	8	5	0	0	0	0.33	8	10	0.75	1	12	12.5
2030	2	2	57	0	14000	1	1	0	6	1	0	0	0	0.5	10	10	1.17	1	12	10
2031	1	1	21	1	20000	1	2	0	8	5	0	0	0	1	30	2.5	1.67	1	12	10
2044	2	2	28	1	10000	1	2	0	8	5	0	0	0	0.67	12	2.5	0.83	1	8	10
2048	1	2	31	0	12000	1	2	1	9	2	0	0	0	0.67	30	70	1.67	1	12	10
2051	1	1	24	1	14000	1	2	1	8	4	0	0	0	0.83	12	2.5	1.5	1	10	10
2055	1	1	25	0	8000	1	2	0	2	5	0	0	0	0.67	12	10	1.17	1	8	10
2059	1	7	56	0	35000	1	2	0	8	5	0	0	0	0.5	16	2.5	1.5	1	10	10
2063	1	1	22	1	16000	1	2	0	8	5	0	0	0	0.33	8	5	0.915	1	11	22.5
2065	2	2	37	0	3000	1	1	0	2	5	0	0	0	0.415	9	2.5	1	1	2	10
2068	1	2	26	0	10000	1	1	0	9	5	0	0	0	1	20	10	1.17	1	10	15
2071	2	1	29	1	2000	1	1	0	8	5	0	0	0	0.33	10	2.5	0.67	1	8	10
2079	1	2	33	1	14000	1	1	0	8	5	0	0	0	0.5	12	2.5	0.83	0	8	15
2085	2	1	19	1	8000	1	2	0	1	4	0	0	0	0.33	10	5	0.5	1	8	20
2092	2	2	30	1	4000	1	1	1	6	3	0	0	0	0.67	20	10	1.5	1	8	5
2097	2	2	41	0	10000	1	1	0	6	0	0	1	0	0.33	12	2.5	1	0	10	15
2101	2	1	18	1	5000	1	2	0	2	5	0	0	0	0.585	30	5	0.83	1	8	15
2102	2	1	18	1	8000	1	1	0	8	0	0	1	0	0.67	15	7.5	1.83	1	10	10
2104	1	7	63	1	28000	1	2	0	8	5	0	0	0	0.33	12	2.5	0.585	0	6	15
2107	1	2	28	0	5000	1	1	0	2	5	0	0	0	0.67	14	5	1.17	1	8	10
2108	2	2	27	0	9000	1	1	0	8	5	0	0	0	0.915	18	2.5	2	1	12	15
2109	2	1	22	0	10000	1	2	1	6	5	0	0	0	0.67	14	2.5	1.33	1	8	15
2112	1	4	54	0	35000	1	3	0	6	5	0	0	0	0.83	30	5	1.17	1	10	15
2116	1	7	47	1	20000	1	2	0	8	5	0	0	0	0.33	10	2.5	1	1	8	10
2127	2	2	29	0	2000	1	1	0	6	0	0	0	1	0.5	14	5	1.17	1	6	70
2128	2	1	28	1	10000	1	2	1	6	1	0	0	0	0.915	20	5	1.67	1	10	10
2132	2	1	19	0	9000	1	1	0	2	5	0	0	0	0.67	19	6.25	1	1	6	20
2135	2	1	24	1	9000	1	2	0	1	5	0	0	0	0.75	30	6.25	1.67	1	8	60
2138	1	5	31	1	10000	1	1	0	9	5	1	0	0	1.17	30	2.5	1.67	1	12	10
2141	1	2	57	0	16000	1	2	0	8	5	0	0	0	0.5	10	60	0.83	0	8	15
2142	1	2	29	0	3000	1	2	0	8	5	0	0	0	1	20	25	1	1	8	15
2145	1	2	43	0	8000	1	1	1	2	2	1	0	0	0.67	12	5	1	1	8	15
2146	2	1	25	1	10000	1	2	1	8	5	0	0	0	0.5	10	5	0.67	1	8	10
2150	1	2	34	1	3000	1	1	1	8	2	0	0	0	1	16	70	1	1	8	10
2163	1	1	20	0	5000	1	2	1	8	5	0	0	0	1	12	10	0.92	1	9	25
2164	2	2	28	0	16000	1	2	0	6	1	0	0	0	0.915	20	5	2	1	12	5
2166	2	4	30	0	10000	1	1	0	8	5	0	0	0	1	20	2.5	1.5	1	12	20
2171	2	1	20	0	3000	1	2	1	6	5	0	0	0	0.915	18	2.5	2.33	1	16	30
2172	1	1	21	0	10000	1	4	0	8	5	0	0	0	1.17	20	5	1.17	1	10	15
2181	1	2	31	0	10000	1	2	0	11	1	0	0	0	0.33	10	5	1.67	1	12	10
2182	1	2	40	0	12000	1	1	1	2	2	0	0	0	0.33	14	2.5	1.915	1	15	10
2185	2	1	20	0	3000	1	1	0	8	5	0	0	0	0.67	15	7.5	2	1	12	40
2186	2	2	44	1	12000	1	1	0	1	2	0	0	0	0.5	10	10	1	0	8	20
2193	2	2	27	0	2000	1	2	0	2	0	0	0	1	0.67	14	2.5	2.67	1	10	15
2200	2	1	24	1	1000	1	1	1	8	5	0	0	0	0.415	9	2.5	0.67	1	8	10
2204	1	1	23	1	8000	1	1	1	8	5	0	0	0	0.33	14	2.5	0.67	0	8	15
2207	1	6	35	0	16000	1	1	0	8	2	0	0	0	0.83	8	5	1.17	1	8	35
2209	2	2	30	0	2000	1	1	0	8	5	0	0	0	0.33	10	5	1	1	8	2.5
2211	1	1	22	1	3000	1	1	0	9	5	1	0	0	0.67	6	5	0.83	0	8	20
2214	2	1	19	1	2000	1	1	0	1	5	0	0	0	0.67	15	7.5	0.83	1	12	25
2218	2	1	22	0	5000	1	1	0	8	5	0	0	0	0.5	10	2.5	0.5	0	6	15
2237	2	1	25	0	4000	1	1	0	6	1	0	0	0	0.75	20	5	2	0	6	5
2240	2	2	26	0	4000	1	1	0	8	5	0	0	0	0.5	10	5	1.17	1	10	10
2242	2	1	28	1	1000	1	3	0	8	3	0	0	0	1	20	2.5	1.33	1	14	15
2245	2	1	27	0	7000	1	1	0	6	5	0	0	0	0.67	20	10	2	0	10	15
2249	1	2	25	1	8000	1	2	0	9	5	1	0	0	0.33	16	2.5	0.585	0	6	15
2252	2	1	30	1	3000	1	1	0	8	3	0	0	0	1	20	2.5	1.33	1	8	20
2256	1	2	34	0	5000	1	2	0	8	5	0	0	0	0.67	30	10	1.085	1	8	15
2259	1	7	56	0	9000	1	1	0	8	3	0	0	0	0.5	12	15	1	1	8	10
2261	1	2	37	0	7000	1	2	0	9	2	0	0	0	0.83	16	2.5	1.5	1	10	10
2266	2	2	28	1	3000	1	1	0	1	5	0	0	0	0.585	30	5	0.83	1	8	15
2283	2	1	33	0	5000	1	1	0	6	3	0	0	0	0.67	19	6.25	1.33	1	8	30
2286	1	7	29	1	4000	1	1	0	8	3	0	0	0	0.67	14	10	1.67	1	12	10
2296	2	2	25	0	4000	1	1	0	8	5	0	0	0	0.5	18	5	0.67	1	8	20
2304	2	1	22	1	5000	1	1	0	8	5	0	0	0	1	20	2.5	2.17	1	12	20
2308	2	1	20	1	18000	1	1	0	8	5	0	0	0	0.5	10	2.5	0.5	0	8	20
2316	1	7	42	1	20000	1	1	0	8	5	0	0	0	0.67	18	2.5	1	1	8	15
2325	2	1	21	0	1000	1	1	1	6	5	0	0	0	0.5	18	5	1.5	1	16	10
2339	1	2	27	0	3000	1	2	0	2	5	0	0	0	0.83	8	5	0.75	1	8	10
2343	2	1	21	1	30000	1	1	0	8	5	0	0	0	0.75	30	6.25	1.17	1	10	30
2345	1	2	41	1	35000	1	2	0	3	5	0	0	0	0.33	16	10	1	1	8	10
2354	1	2	31	1	14000	1	1	0	4	1	0	0	0	0.67	14	15	0.67	1	8	30
2356	1	4	38	1	12000	1	1	0	2	5	0	0	0	0.67	18	2.5	1	1	8	10
2361	2	1	22	0	4000	1	1	0	2	2	0	0	0	0.67	20	10	1.67	1	8	15
2367	1	2	31	0	3000	1	1	0	2	5	1	0	0	0.5	18	2.5	0.83	1	12	10
2370	2	1	48	0	5000	1	2	1	2	5	1	0	0	0.5	10	2.5	1.67	0	14	10
2377	2	1	25	1	1000	1	1	1	2	3	0	0	0	0.5	10	5	0.67	1	10	20
2388	2	1	20	0	2000	1	1	0	6	5	0	0	0	1	18	10	1.67	1	12	25
2395	1	2	32	1	2000	1	2	0	8	5	0	0	0	0.67	10	15	0.67	0	8	15
2399	1	1	21	1	22000	1	2	0	8	4	0	0	0	0.83	10	5	1.17	1	10	15
2409	2	1	27	0	10000	1	2	0	2	5	0	0	0	1	30	2.5	2	1	12	15
2412	1	1	22	1	12000	1	2	1	8	5	0	0	0	0.5	10	10	0.67	0	8	15
2414	2	1	21	1	6000	1	1	1	8	5	0	0	0	0.5	10	3.75	0.5	1	8	15
2416	1	2	31	0	20000	1	1	1	8	0	0	0	1	0.67	10	10	1	1	8	10
2425	1	1	34	0	4000	1	1	1	6	5	0	0	0	0.5	8	15	1	1	8	20
2426	1	2	33	0	10000	1	2	0	8	2	0	0	0	0.67	20	2.5	0.67	1	8	30
2429	1	2	25	0	7000	1	1	0	2	5	0	0	0	0.67	12	5	1.5	1	10	10
2433	2	1	22	1	3000	1	1	0	1	4	0	0	0	0.5	12	10	1	1	14	20
2434	1	2	23	0	5000	1	2	0	2	5	0	0	0	0.83	14	5	0.835	1	8	25
2440	2	1	20	1	4000	1	1	0	2	5	0	0	0	0.33	8	5	0.5	1	16	15
2448	2	2	27	0	6000	1	1	0	8	4	0	0	0	0.67	12	2.5	1.17	1	4	20
2454	2	1	20	1	35000	1	2	0	1	4	0	0	0	0.5	10	5	0.83	1	8	5
2461	2	1	24	1	2000	1	1	0	8	5	0	0	0	0.67	16	2.5	0.83	1	8	10
2464	1	2	33	1	3000	1	1	0	1	1	0	0	0	0.33	10	2.5	1.085	1	8	15
2475	1	7	51	0	10000	1	1	0	11	3	1	0	0	1	20	30	1.25	1	8	15
2480	1	1	48	1	9000	1	1	1	8	4	0	0	0	0.83	14	70	0.75	1	8	25
2482	1	1	20	0	10000	1	3	1	6	5	0	0	0	0.5	30	10	1	1	8	15
2487	1	1	21	1	3000	1	1	0	8	5	1	0	0	0.5	8	15	1	1	12	20
2494	2	1	20	1	10000	1	1	0	2	5	0	0	0	0.415	9	2.5	0.83	1	16	10
2497	1	1	21	0	28000	1	4	0	8	5	0	0	0	0.33	6	2.5	0.67	1	8	10
2498	2	1	23	1	8000	1	1	0	8	5	0	0	0	1	30	2.5	1.67	1	8	20
2506	2	1	22	0	8000	1	1	0	8	5	1	0	0	0.5	10	5	0.83	1	6	2.5
2509	2	2	45	1	4000	1	1	0	8	5	0	0	0	0.5	12	5	0.5	0	6	15
2512	2	1	59	0	5000	1	1	0	6	5	0	0	0	1	30	2.5	1.83	1	8	10
2516	2	1	22	0	4000	1	1	0	6	5	0	0	0	0.67	19	6.25	1.17	1	6	10
2522	1	1	26	1	3000	1	1	0	8	5	0	0	0	0.5	12	15	1	1	8	15
2536	1	1	23	1	5000	1	3	1	6	5	1	0	0	1	10	70	1	1	8	10
2539	2	1	59	0	3000	1	1	0	6	3	0	0	0	0.5	18	2.5	0.83	1	12	10
2541	1	1	56	0	10000	1	2	0	6	5	0	0	0	0.33	10	5	0.67	0	11	12.5
2543	2	1	23	0	9000	1	1	1	8	5	0	0	0	0.67	14	5	0.83	1	8	25
2544	1	2	27	1	10000	1	2	0	8	0	0	1	0	0.67	8	10	1	1	8	10
2556	2	1	25	1	7000	1	1	0	1	5	0	0	0	0.67	19	6.25	2	1	6	10
2560	1	2	27	0	10000	1	3	0	8	4	0	0	0	0.67	30	5	1.67	1	12	10
2561	1	2	25	1	10000	1	1	0	10	1	0	0	0	0.5	10	2.5	0.83	1	12	17.5
2563	2	1	21	0	1000	1	1	1	6	5	0	0	0	0.33	10	5	1.5	0	10	15
2569	2	1	22	0	2000	1	1	0	1	5	0	0	0	0.33	12	2.5	1.5	1	14	15
2571	2	1	23	0	18000	1	2	1	6	4	0	0	0	0.585	30	5	0.83	1	10	20
2574	2	1	25	0	6000	1	2	0	2	5	0	0	0	0.33	8	5	1	1	8	10
2582	2	1	23	1	3000	1	1	0	2	5	1	0	0	0.835	14	20	0.67	0	14	40
2592	1	2	25	1	20000	1	2	1	8	3	0	0	0	0.5	14	2.5	1.085	1	8	15
2597	1	2	25	1	10000	1	2	0	8	5	0	0	0	0.67	14	10	0.67	0	8	15
2612	1	1	23	1	5000	1	1	0	11	5	0	0	0	0.83	14	2.5	1.33	1	8	20
2615	2	1	23	0	7000	1	1	0	6	5	0	0	0	0.5	30	5	1	1	8	25
2619	2	2	23	0	8000	1	2	0	8	5	0	0	0	0.75	20	5	1.83	1	16	15
2636	1	2	53	0	10000	1	1	0	6	1	0	1	0	0.67	18	10	1.415	1	7	15
2639	1	2	29	0	12000	1	3	0	8	5	0	0	0	1	30	70	1.17	1	10	15
2644	1	2	64	0	14000	1	2	1	6	0	0	0	1	0.5	10	5	0.585	0	6	15
2656	2	1	20	1	7000	1	1	1	1	4	0	0	0	1	30	2.5	1.5	1	8	25
2657	1	7	62	0	16000	1	1	0	2	5	0	0	0	0.83	16	5	1	1	8	10
2661	2	1	20	1	6000	1	1	0	8	4	0	0	0	0.83	20	5	0.5	0	12	10
2670	1	1	27	0	10000	1	2	0	8	5	0	0	0	0.33	6	5	0.75	1	12	12.5
2678	1	1	24	0	5000	1	3	1	6	4	0	0	0	0.33	14	2.5	1	1	8	10
2679	1	1	23	1	8000	1	1	0	1	4	0	0	0	0.33	8	5	0.83	0	10	15
2681	1	2	34	1	8000	1	1	0	7	1	0	0	0	1	10	10	1	0	8	20
2687	2	1	21	1	12000	1	1	0	8	5	0	0	0	0.5	10	2.5	0.67	0	8	2.5
2688	2	2	27	0	16000	1	3	0	2	5	0	0	0	0.5	10	2.5	1.17	0	6	20
2698	2	1	29	1	7000	1	1	1	6	5	0	0	0	0.5	10	10	1	0	8	30
2702	1	7	63	1	18000	1	1	0	8	5	0	0	0	0.5	8	10	1	1	8	10
2704	2	1	21	0	6000	1	2	0	6	5	0	0	0	0.75	30	6.25	1	1	8	10
2705	2	1	18	1	12000	1	1	1	8	5	0	0	0	0.585	30	5	0.67	1	12	10
2709	1	1	21	0	7000	1	3	0	1	4	0	0	0	0.33	30	10	0.83	1	8	15
2712	1	1	23	1	20000	1	2	1	9	5	0	0	0	0.5	12	2.5	0.67	0	11	12.5
2715	1	2	31	1	12000	1	1	1	10	5	0	0	0	0.33	12	40	0.67	1	8	10
2716	2	1	50	0	3000	1	1	1	6	3	0	0	0	0.5	10	2.5	1.5	1	14	30
2722	1	2	31	0	4000	1	1	0	8	5	0	0	0	0.67	12	2.5	1	1	8	15
2725	2	1	22	1	5000	1	2	1	6	5	0	0	0	0.33	12	2.5	1.5	1	10	30
